file,algorithm,colors_used,time_ms
g_n200_k2_37.edges,firstfit_luf,2,1.2326
g_n200_k2_38.edges,firstfit,2,1.2193
g_n200_k2_38.edges,cbip,4,113.4408
g_n200_k2_38.edges,firstfit_luf,2,1.3947
g_n200_k2_39.edges,firstfit,6,1.25
g_n200_k2_39.edges,cbip,4,110.3265
g_n200_k2_39.edges,firstfit_luf,6,1.2648
g_n200_k2_4.edges,firstfit,3,1.24
g_n200_k2_4.edges,cbip,4,112.8471
g_n200_k2_4.edges,firstfit_luf,3,1.2929
g_n200_k2_40.edges,firstfit,4,1.2023
g_n200_k2_40.edges,cbip,4,111.0854
g_n200_k2_40.edges,firstfit_luf,3,1.452
g_n200_k2_41.edges,firstfit,4,1.2555
g_n200_k2_41.edges,cbip,4,113.6417
g_n200_k2_41.edges,firstfit_luf,3,1.2643
g_n200_k2_42.edges,firstfit,3,1.2565
g_n200_k2_42.edges,cbip,4,118.5274
g_n200_k2_42.edges,firstfit_luf,2,1.2169
g_n200_k2_43.edges,firstfit,4,1.3831
g_n200_k2_43.edges,cbip,3,112.8418
g_n200_k2_43.edges,firstfit_luf,2,1.2376
g_n200_k2_44.edges,firstfit,2,1.2507
g_n200_k2_44.edges,cbip,4,111.0981
g_n200_k2_44.edges,firstfit_luf,2,1.2019
g_n200_k2_45.edges,firstfit,3,1.2276
g_n200_k2_45.edges,cbip,4,113.0977
g_n200_k2_45.edges,firstfit_luf,3,1.2405
g_n200_k2_46.edges,firstfit,7,1.2281
g_n200_k2_46.edges,cbip,3,112.4461
g_n200_k2_46.edges,firstfit_luf,5,1.3242
g_n200_k2_47.edges,firstfit,7,1.271
g_n200_k2_47.edges,cbip,3,115.932
g_n200_k2_47.edges,firstfit_luf,2,1.2326
g_n200_k2_48.edges,firstfit,4,1.7214
g_n200_k2_48.edges,cbip,4,118.3002
g_n200_k2_48.edges,firstfit_luf,2,1.1981
g_n200_k2_49.edges,firstfit,2,1.2767
g_n200_k2_49.edges,cbip,4,110.3871
g_n200_k2_49.edges,firstfit_luf,3,1.2393
g_n200_k2_5.edges,firstfit,5,1.2314
g_n200_k2_5.edges,cbip,3,111.3548
g_n200_k2_5.edges,firstfit_luf,5,1.2715
g_n200_k2_6.edges,firstfit,6,1.2169
g_n200_k2_6.edges,cbip,3,111.9301
g_n200_k2_6.edges,firstfit_luf,2,1.2159
g_n200_k2_7.edges,firstfit,3,1.215
g_n200_k2_7.edges,cbip,3,116.8885
g_n200_k2_7.edges,firstfit_luf,2,1.2693
g_n200_k2_8.edges,firstfit,3,1.2109
g_n200_k2_8.edges,cbip,3,113.0376
g_n200_k2_8.edges,firstfit_luf,3,1.2228
g_n200_k2_9.edges,firstfit,4,1.2684
g_n200_k2_9.edges,cbip,2,113.4734
g_n200_k2_9.edges,firstfit_luf,2,1.2093
g_n200_k3_0.edges,firstfit,7,1.4112
g_n200_k3_0.edges,cbip,3,75.2518
g_n200_k3_0.edges,firstfit_luf,4,1.4298
g_n200_k3_1.edges,firstfit,13,1.5101
g_n200_k3_1.edges,cbip,3,75.3043
g_n200_k3_1.edges,firstfit_luf,7,1.3878
g_n200_k3_10.edges,firstfit,14,1.5633
g_n200_k3_10.edges,cbip,2,77.7953
g_n200_k3_10.edges,firstfit_luf,15,1.5306
g_n200_k3_11.edges,firstfit,6,1.415
g_n200_k3_11.edges,cbip,3,80.9352
g_n200_k3_11.edges,firstfit_luf,11,1.7202
g_n200_k3_12.edges,firstfit,15,1.6184
g_n200_k3_12.edges,cbip,2,83.8878
g_n200_k3_12.edges,firstfit_luf,4,1.6258
g_n200_k3_13.edges,firstfit,14,1.6735
g_n200_k3_13.edges,cbip,2,84.4808
g_n200_k3_13.edges,firstfit_luf,8,1.4613
g_n200_k3_14.edges,firstfit,12,1.4627
g_n200_k3_14.edges,cbip,2,77.0662
g_n200_k3_14.edges,firstfit_luf,9,1.4069
g_n200_k3_15.edges,firstfit,8,1.4415
g_n200_k3_15.edges,cbip,3,75.7933
g_n200_k3_15.edges,firstfit_luf,13,1.5242
g_n200_k3_16.edges,firstfit,6,1.4038
g_n200_k3_16.edges,cbip,2,76.5393
g_n200_k3_16.edges,firstfit_luf,10,1.4253
g_n200_k3_17.edges,firstfit,16,1.6785
g_n200_k3_17.edges,cbip,4,77.776
g_n200_k3_17.edges,firstfit_luf,11,1.7323
g_n200_k3_18.edges,firstfit,13,1.8075
g_n200_k3_18.edges,cbip,3,80.6136
g_n200_k3_18.edges,firstfit_luf,11,1.4279
g_n200_k3_19.edges,firstfit,8,1.4358
g_n200_k3_19.edges,cbip,2,75.624
g_n200_k3_19.edges,firstfit_luf,10,1.4427
g_n200_k3_2.edges,firstfit,11,1.4253
g_n200_k3_2.edges,cbip,3,77.8754
g_n200_k3_2.edges,firstfit_luf,4,1.4093
g_n200_k3_20.edges,firstfit,7,1.6325
g_n200_k3_20.edges,cbip,2,76.5133
g_n200_k3_20.edges,firstfit_luf,13,1.4317
g_n200_k3_21.edges,firstfit,13,1.4157
g_n200_k3_21.edges,cbip,4,77.657
g_n200_k3_21.edges,firstfit_luf,8,1.5125
g_n200_k3_22.edges,firstfit,15,1.4944
g_n200_k3_22.edges,cbip,2,77.7392
g_n200_k3_22.edges,firstfit_luf,7,1.4145
g_n200_k3_23.edges,firstfit,14,1.425
g_n200_k3_23.edges,cbip,3,75.4886
g_n200_k3_23.edges,firstfit_luf,7,1.389
g_n200_k3_24.edges,firstfit,9,1.4598
g_n200_k3_24.edges,cbip,3,76.8039
g_n200_k3_24.edges,firstfit_luf,3,1.3776
g_n200_k3_25.edges,firstfit,15,1.416
g_n200_k3_25.edges,cbip,3,75.2828
g_n200_k3_25.edges,firstfit_luf,14,1.415
g_n200_k3_26.edges,firstfit,10,1.4038
g_n200_k3_26.edges,cbip,3,76.0596
g_n200_k3_26.edges,firstfit_luf,5,1.555
g_n200_k3_27.edges,firstfit,11,1.5028
g_n200_k3_27.edges,cbip,4,76.8323
g_n200_k3_27.edges,firstfit_luf,4,1.4679
g_n200_k3_28.edges,firstfit,13,1.462
g_n200_k3_28.edges,cbip,2,76.1557
g_n200_k3_28.edges,firstfit_luf,10,1.6062
g_n200_k3_29.edges,firstfit,8,1.41
g_n200_k3_29.edges,cbip,2,76.6213
g_n200_k3_29.edges,firstfit_luf,6,1.3981
g_n200_k3_3.edges,firstfit,11,1.5318
g_n200_k3_3.edges,cbip,2,75.0222
g_n200_k3_3.edges,firstfit_luf,14,1.4689
g_n200_k3_30.edges,firstfit,15,1.4768
g_n200_k3_30.edges,cbip,4,78.3677
g_n200_k3_30.edges,firstfit_luf,6,1.4396
g_n200_k3_31.edges,firstfit,12,1.6708
g_n200_k3_31.edges,cbip,2,76.9818
g_n200_k3_31.edges,firstfit_luf,4,1.3871
g_n200_k3_32.edges,firstfit,11,1.4186
g_n200_k3_32.edges,cbip,3,76.9923
g_n200_k3_32.edges,firstfit_luf,12,1.4634
g_n200_k3_33.edges,firstfit,12,1.4274
g_n200_k3_33.edges,cbip,3,75.3074
g_n200_k3_33.edges,firstfit_luf,11,1.4842
g_n200_k3_34.edges,firstfit,11,1.6224
g_n200_k3_34.edges,cbip,3,74.4255
g_n200_k3_34.edges,firstfit_luf,5,1.4009
g_n200_k3_35.edges,firstfit,14,1.5984
g_n200_k3_35.edges,cbip,2,75.8324
g_n200_k3_35.edges,firstfit_luf,9,1.415
g_n200_k3_36.edges,firstfit,13,1.4031
g_n200_k3_36.edges,cbip,2,75.2771
g_n200_k3_36.edges,firstfit_luf,11,1.5395
g_n200_k3_37.edges,firstfit,14,1.4732
g_n200_k3_37.edges,cbip,3,77.2476
g_n200_k3_37.edges,firstfit_luf,11,1.5101
g_n200_k3_38.edges,firstfit,11,1.4772
g_n200_k3_38.edges,cbip,3,75.5515
g_n200_k3_38.edges,firstfit_luf,8,1.4331
g_n200_k3_39.edges,firstfit,13,1.5635
g_n200_k3_39.edges,cbip,3,75.2547
g_n200_k3_39.edges,firstfit_luf,13,1.5199
g_n200_k3_4.edges,firstfit,13,1.4107
g_n200_k3_4.edges,cbip,4,75.8746
g_n200_k3_4.edges,firstfit_luf,11,1.416
g_n200_k3_40.edges,firstfit,12,1.4012
g_n200_k3_40.edges,cbip,3,75.5472
g_n200_k3_40.edges,firstfit_luf,6,1.3885
g_n200_k3_41.edges,firstfit,14,1.5819
g_n200_k3_41.edges,cbip,2,76.479
g_n200_k3_41.edges,firstfit_luf,6,1.4346
g_n200_k3_42.edges,firstfit,14,1.5521
g_n200_k3_42.edges,cbip,2,75.4616
g_n200_k3_42.edges,firstfit_luf,5,1.3788
g_n200_k3_43.edges,firstfit,9,1.6246
g_n200_k3_43.edges,cbip,2,79.143
g_n200_k3_43.edges,firstfit_luf,10,1.5783
g_n200_k3_44.edges,firstfit,10,1.4048
g_n200_k3_44.edges,cbip,2,75.6848
g_n200_k3_44.edges,firstfit_luf,13,1.425
g_n200_k3_45.edges,firstfit,13,2.0053
g_n200_k3_45.edges,cbip,3,76.2649
g_n200_k3_45.edges,firstfit_luf,9,1.4088
g_n200_k3_46.edges,firstfit,15,1.5762
g_n200_k3_46.edges,cbip,3,76.2093
g_n200_k3_46.edges,firstfit_luf,11,1.4029
g_n200_k3_47.edges,firstfit,12,1.4226
g_n200_k3_47.edges,cbip,2,77.9781
g_n200_k3_47.edges,firstfit_luf,5,1.4257
g_n200_k3_48.edges,firstfit,4,1.6222
g_n200_k3_48.edges,cbip,2,76.0713
g_n200_k3_48.edges,firstfit_luf,11,1.4114
g_n200_k3_49.edges,firstfit,12,1.4565
g_n200_k3_49.edges,cbip,2,76.5884
g_n200_k3_49.edges,firstfit_luf,12,1.4579
g_n200_k3_5.edges,firstfit,12,1.4467
g_n200_k3_5.edges,cbip,3,74.9683
g_n200_k3_5.edges,firstfit_luf,4,1.3769
g_n200_k3_6.edges,firstfit,10,1.4493
g_n200_k3_6.edges,cbip,3,76.7553
g_n200_k3_6.edges,firstfit_luf,5,1.3955
g_n200_k3_7.edges,firstfit,10,1.5383
g_n200_k3_7.edges,cbip,3,75.4168
g_n200_k3_7.edges,firstfit_luf,7,1.4498
g_n200_k3_8.edges,firstfit,11,1.4422
g_n200_k3_8.edges,cbip,3,76.0214
g_n200_k3_8.edges,firstfit_luf,9,1.657
g_n200_k3_9.edges,firstfit,14,1.4691
g_n200_k3_9.edges,cbip,2,74.8663
g_n200_k3_9.edges,firstfit_luf,9,1.3998
g_n200_k4_0.edges,firstfit,16,1.5285
g_n200_k4_0.edges,cbip,3,81.2936
g_n200_k4_0.edges,firstfit_luf,6,1.4806
g_n200_k4_1.edges,firstfit,16,1.5061
g_n200_k4_1.edges,cbip,2,81.9912
g_n200_k4_1.edges,firstfit_luf,14,1.5368
g_n200_k4_10.edges,firstfit,17,1.5483
g_n200_k4_10.edges,cbip,3,84.429
g_n200_k4_10.edges,firstfit_luf,12,1.6978
g_n200_k4_11.edges,firstfit,12,1.5266
g_n200_k4_11.edges,cbip,3,82.8958
g_n200_k4_11.edges,firstfit_luf,14,1.6432
g_n200_k4_12.edges,firstfit,11,1.4846
g_n200_k4_12.edges,cbip,2,83.1029
g_n200_k4_12.edges,firstfit_luf,15,1.5447
g_n200_k4_13.edges,firstfit,17,1.5051
g_n200_k4_13.edges,cbip,2,84.2485
g_n200_k4_13.edges,firstfit_luf,9,1.5614
g_n200_k4_14.edges,firstfit,16,2.0885
g_n200_k4_14.edges,cbip,2,94.8007
g_n200_k4_14.edges,firstfit_luf,15,1.7362
g_n200_k4_15.edges,firstfit,14,1.7068
g_n200_k4_15.edges,cbip,3,93.8432
g_n200_k4_15.edges,firstfit_luf,15,1.5333
g_n200_k4_16.edges,firstfit,17,1.6196
g_n200_k4_16.edges,cbip,2,85.2334
g_n200_k4_16.edges,firstfit_luf,8,1.5125
g_n200_k4_17.edges,firstfit,14,1.5531
g_n200_k4_17.edges,cbip,2,85.4201
g_n200_k4_17.edges,firstfit_luf,11,1.5271
g_n200_k4_18.edges,firstfit,13,1.5254
g_n200_k4_18.edges,cbip,2,83.3967
g_n200_k4_18.edges,firstfit_luf,15,1.5509
g_n200_k4_19.edges,firstfit,16,1.5032
g_n200_k4_19.edges,cbip,2,82.413
g_n200_k4_19.edges,firstfit_luf,8,1.4563
g_n200_k4_2.edges,firstfit,18,1.59
g_n200_k4_2.edges,cbip,3,83.1256
g_n200_k4_2.edges,firstfit_luf,15,1.646
g_n200_k4_20.edges,firstfit,17,1.5457
g_n200_k4_20.edges,cbip,2,82.0439
g_n200_k4_20.edges,firstfit_luf,13,1.5914
g_n200_k4_21.edges,firstfit,17,1.5178
g_n200_k4_21.edges,cbip,3,84.5163
g_n200_k4_21.edges,firstfit_luf,14,1.6201
g_n200_k4_22.edges,firstfit,16,1.6251
g_n200_k4_22.edges,cbip,3,85.8097
g_n200_k4_22.edges,firstfit_luf,16,1.5192
g_n200_k4_23.edges,firstfit,16,1.5364
g_n200_k4_23.edges,cbip,4,83.6701
g_n200_k4_23.edges,firstfit_luf,16,1.5779
g_n200_k4_24.edges,firstfit,17,1.497
g_n200_k4_24.edges,cbip,2,83.7834
g_n200_k4_24.edges,firstfit_luf,10,1.5574
g_n200_k4_25.edges,firstfit,14,1.4894
g_n200_k4_25.edges,cbip,2,82.5238
g_n200_k4_25.edges,firstfit_luf,13,1.5156
g_n200_k4_26.edges,firstfit,16,1.5552
g_n200_k4_26.edges,cbip,2,82.0024
g_n200_k4_26.edges,firstfit_luf,14,1.5056
g_n200_k4_27.edges,firstfit,16,1.6062
g_n200_k4_27.edges,cbip,2,82.7482
g_n200_k4_27.edges,firstfit_luf,13,1.5633
g_n200_k4_28.edges,firstfit,17,1.6136
g_n200_k4_28.edges,cbip,3,82.8998
g_n200_k4_28.edges,firstfit_luf,9,1.5168
g_n200_k4_29.edges,firstfit,11,1.5919
g_n200_k4_29.edges,cbip,2,82.9251
g_n200_k4_29.edges,firstfit_luf,14,1.5719
g_n200_k4_3.edges,firstfit,18,1.5073
g_n200_k4_3.edges,cbip,3,83.7417
g_n200_k4_3.edges,firstfit_luf,14,1.5993
g_n200_k4_30.edges,firstfit,16,1.5206
g_n200_k4_30.edges,cbip,2,84.5048
g_n200_k4_30.edges,firstfit_luf,15,1.5538
g_n200_k4_31.edges,firstfit,16,1.4985
g_n200_k4_31.edges,cbip,2,83.7953
g_n200_k4_31.edges,firstfit_luf,15,1.7314
g_n200_k4_32.edges,firstfit,18,1.4949
g_n200_k4_32.edges,cbip,2,81.6555
g_n200_k4_32.edges,firstfit_luf,15,1.6301
g_n200_k4_33.edges,firstfit,16,1.543
g_n200_k4_33.edges,cbip,2,83.4732
g_n200_k4_33.edges,firstfit_luf,14,1.5426
g_n200_k4_34.edges,firstfit,13,1.6277
g_n200_k4_34.edges,cbip,2,84.3623
g_n200_k4_34.edges,firstfit_luf,11,1.5004
g_n200_k4_35.edges,firstfit,17,1.5202
g_n200_k4_35.edges,cbip,3,83.9701
g_n200_k4_35.edges,firstfit_luf,16,1.6756
g_n200_k4_36.edges,firstfit,15,1.5199
g_n200_k4_36.edges,cbip,2,85.6655
g_n200_k4_36.edges,firstfit_luf,15,1.5323
g_n200_k4_37.edges,firstfit,16,1.5342
g_n200_k4_37.edges,cbip,2,82.3476
g_n200_k4_37.edges,firstfit_luf,14,1.5349
g_n200_k4_38.edges,firstfit,16,1.5616
g_n200_k4_38.edges,cbip,4,84.2278
g_n200_k4_38.edges,firstfit_luf,16,1.514
g_n200_k4_39.edges,firstfit,10,1.7672
g_n200_k4_39.edges,cbip,2,82.9628
g_n200_k4_39.edges,firstfit_luf,15,1.534
g_n200_k4_4.edges,firstfit,13,1.7364
g_n200_k4_4.edges,cbip,2,83.1795
g_n200_k4_4.edges,firstfit_luf,16,1.5759
g_n200_k4_40.edges,firstfit,16,1.5931
g_n200_k4_40.edges,cbip,2,84.3163
g_n200_k4_40.edges,firstfit_luf,13,1.533
g_n200_k4_41.edges,firstfit,17,1.55
g_n200_k4_41.edges,cbip,2,83.9422
g_n200_k4_41.edges,firstfit_luf,15,1.5426
g_n200_k4_42.edges,firstfit,17,1.616
g_n200_k4_42.edges,cbip,2,83.601
g_n200_k4_42.edges,firstfit_luf,15,1.5569
g_n200_k4_43.edges,firstfit,18,1.5464
g_n200_k4_43.edges,cbip,2,84.7797
g_n200_k4_43.edges,firstfit_luf,10,1.5008
g_n200_k4_44.edges,firstfit,17,1.5571
g_n200_k4_44.edges,cbip,3,85.9337
g_n200_k4_44.edges,firstfit_luf,11,1.545
g_n200_k4_45.edges,firstfit,17,1.5852
g_n200_k4_45.edges,cbip,3,84.0254
g_n200_k4_45.edges,firstfit_luf,13,1.4961
g_n200_k4_46.edges,firstfit,15,1.5082
g_n200_k4_46.edges,cbip,3,85.0744
g_n200_k4_46.edges,firstfit_luf,9,1.7109
g_n200_k4_47.edges,firstfit,16,1.5571
g_n200_k4_47.edges,cbip,2,84.9922
g_n200_k4_47.edges,firstfit_luf,13,1.5547
g_n200_k4_48.edges,firstfit,9,1.6997
g_n200_k4_48.edges,cbip,2,83.1134
g_n200_k4_48.edges,firstfit_luf,17,1.5991
g_n200_k4_49.edges,firstfit,13,1.5287
g_n200_k4_49.edges,cbip,3,82.9992
g_n200_k4_49.edges,firstfit_luf,14,1.5502
g_n200_k4_5.edges,firstfit,16,1.7745
g_n200_k4_5.edges,cbip,3,82.8955
g_n200_k4_5.edges,firstfit_luf,13,1.4877
g_n200_k4_6.edges,firstfit,17,1.5903
g_n200_k4_6.edges,cbip,3,82.5884
g_n200_k4_6.edges,firstfit_luf,14,1.6561
g_n200_k4_7.edges,firstfit,17,1.5604
g_n200_k4_7.edges,cbip,2,84.7754
g_n200_k4_7.edges,firstfit_luf,15,1.7486
g_n200_k4_8.edges,firstfit,17,1.7712
g_n200_k4_8.edges,cbip,3,82.6976
g_n200_k4_8.edges,firstfit_luf,14,1.4994
g_n200_k4_9.edges,firstfit,17,1.6539
g_n200_k4_9.edges,cbip,2,83.3521
g_n200_k4_9.edges,firstfit_luf,7,1.5028
g_n400_k2_0.edges,firstfit,3,5.3484
g_n400_k2_0.edges,cbip,2,965.3161
g_n400_k2_0.edges,firstfit_luf,2,5.4066
g_n400_k2_1.edges,firstfit,4,5.0402
g_n400_k2_1.edges,cbip,4,932.9154
g_n400_k2_1.edges,firstfit_luf,3,5.0852
g_n400_k2_10.edges,firstfit,3,5.173
g_n400_k2_10.edges,cbip,4,951.5607
g_n400_k2_10.edges,firstfit_luf,11,5.3344
g_n400_k2_11.edges,firstfit,9,5.4629
g_n400_k2_11.edges,cbip,3,931.4468
g_n400_k2_11.edges,firstfit_luf,4,4.9965
g_n400_k2_12.edges,firstfit,3,5.2032
g_n400_k2_12.edges,cbip,4,961.9534
g_n400_k2_12.edges,firstfit_luf,4,5.2419
g_n400_k2_13.edges,firstfit,6,5.3542
g_n400_k2_13.edges,cbip,4,961.8714
g_n400_k2_13.edges,firstfit_luf,3,5.1219
g_n400_k2_14.edges,firstfit,2,5.6467
g_n400_k2_14.edges,cbip,4,957.2241
g_n400_k2_14.edges,firstfit_luf,4,5.1053
g_n400_k2_15.edges,firstfit,4,5.3849
g_n400_k2_15.edges,cbip,2,956.4209
g_n400_k2_15.edges,firstfit_luf,9,5.2609
g_n400_k2_16.edges,firstfit,3,5.0833
g_n400_k2_16.edges,cbip,3,952.4913
g_n400_k2_16.edges,firstfit_luf,4,5.3291
g_n400_k2_17.edges,firstfit,5,5.5275
g_n400_k2_17.edges,cbip,3,929.1992
g_n400_k2_17.edges,firstfit_luf,3,5.0483
g_n400_k2_18.edges,firstfit,5,5.4553
g_n400_k2_18.edges,cbip,2,979.7883
g_n400_k2_18.edges,firstfit_luf,4,5.1985
g_n400_k2_19.edges,firstfit,4,5.4185
g_n400_k2_19.edges,cbip,2,948.6971
g_n400_k2_19.edges,firstfit_luf,2,5.1785
g_n400_k2_2.edges,firstfit,2,5.1985
g_n400_k2_2.edges,cbip,3,949.7657
g_n400_k2_2.edges,firstfit_luf,3,5.142
g_n400_k2_20.edges,firstfit,2,5.2125
g_n400_k2_20.edges,cbip,3,952.3392
g_n400_k2_20.edges,firstfit_luf,3,5.1374
g_n400_k2_21.edges,firstfit,6,5.3515
g_n400_k2_21.edges,cbip,3,950.248
g_n400_k2_21.edges,firstfit_luf,2,5.0845
g_n400_k2_22.edges,firstfit,3,5.1689
g_n400_k2_22.edges,cbip,3,1102.196
g_n400_k2_22.edges,firstfit_luf,3,5.327
g_n400_k2_23.edges,firstfit,7,5.1553
g_n400_k2_23.edges,cbip,2,953.8536
g_n400_k2_23.edges,firstfit_luf,2,5.8227
g_n400_k2_24.edges,firstfit,3,5.2214
g_n400_k2_24.edges,cbip,3,955.7967
g_n400_k2_24.edges,firstfit_luf,6,5.255
g_n400_k2_25.edges,firstfit,3,5.4016
g_n400_k2_25.edges,cbip,2,965.3976
g_n400_k2_25.edges,firstfit_luf,6,5.5876
g_n400_k2_26.edges,firstfit,3,5.4984
g_n400_k2_26.edges,cbip,4,955.3106
g_n400_k2_26.edges,firstfit_luf,2,5.2588
g_n400_k2_27.edges,firstfit,12,5.2779
g_n400_k2_27.edges,cbip,4,985.8832
g_n400_k2_27.edges,firstfit_luf,5,5.5063
g_n400_k2_28.edges,firstfit,2,5.199
g_n400_k2_28.edges,cbip,4,943.7401
g_n400_k2_28.edges,firstfit_luf,5,5.2066
g_n400_k2_29.edges,firstfit,4,5.3685
g_n400_k2_29.edges,cbip,2,943.9728
g_n400_k2_29.edges,firstfit_luf,3,5.2638
g_n400_k2_3.edges,firstfit,6,5.6911
g_n400_k2_3.edges,cbip,4,948.2822
g_n400_k2_3.edges,firstfit_luf,3,5.2888
g_n400_k2_30.edges,firstfit,3,5.4538
g_n400_k2_30.edges,cbip,3,954.6452
g_n400_k2_30.edges,firstfit_luf,4,5.3453
g_n400_k2_31.edges,firstfit,3,5.121
g_n400_k2_31.edges,cbip,3,972.5134
g_n400_k2_31.edges,firstfit_luf,3,5.038
g_n400_k2_32.edges,firstfit,2,5.4193
g_n400_k2_32.edges,cbip,4,934.4666
g_n400_k2_32.edges,firstfit_luf,3,5.2221
g_n400_k2_33.edges,firstfit,6,5.3837
g_n400_k2_33.edges,cbip,3,944.9382
g_n400_k2_33.edges,firstfit_luf,4,5.2083
g_n400_k2_34.edges,firstfit,2,5.1403
g_n400_k2_34.edges,cbip,2,960.705
g_n400_k2_34.edges,firstfit_luf,3,5.29
g_n400_k2_35.edges,firstfit,4,5.1556
g_n400_k2_35.edges,cbip,3,940.1603
g_n400_k2_35.edges,firstfit_luf,3,5.3399
g_n400_k2_36.edges,firstfit,7,5.4173
g_n400_k2_36.edges,cbip,4,972.404
g_n400_k2_36.edges,firstfit_luf,3,4.9949
g_n400_k2_37.edges,firstfit,2,5.244
g_n400_k2_37.edges,cbip,4,957.3815
g_n400_k2_37.edges,firstfit_luf,2,5.1312
g_n400_k2_38.edges,firstfit,5,5.8451
g_n400_k2_38.edges,cbip,3,959.4958
g_n400_k2_38.edges,firstfit_luf,3,5.2469
g_n400_k2_39.edges,firstfit,3,5.2493
g_n400_k2_39.edges,cbip,3,949.0662
g_n400_k2_39.edges,firstfit_luf,4,5.2404
g_n400_k2_4.edges,firstfit,2,5.3716
g_n400_k2_4.edges,cbip,2,941.0539
g_n400_k2_4.edges,firstfit_luf,10,5.1572
g_n400_k2_40.edges,firstfit,7,5.2278
g_n400_k2_40.edges,cbip,3,987.3779
g_n400_k2_40.edges,firstfit_luf,4,5.2376
g_n400_k2_41.edges,firstfit,3,5.373
g_n400_k2_41.edges,cbip,4,967.0763
g_n400_k2_41.edges,firstfit_luf,4,5.5008
g_n400_k2_42.edges,firstfit,12,5.3821
g_n400_k2_42.edges,cbip,4,961.1528
g_n400_k2_42.edges,firstfit_luf,4,5.197
g_n400_k2_43.edges,firstfit,3,5.4812
g_n400_k2_43.edges,cbip,3,967.1061
g_n400_k2_43.edges,firstfit_luf,2,5.2986
g_n400_k2_44.edges,firstfit,9,5.5087
g_n400_k2_44.edges,cbip,3,946.3315
g_n400_k2_44.edges,firstfit_luf,2,5.2009
g_n400_k2_45.edges,firstfit,5,5.4967
g_n400_k2_45.edges,cbip,4,1000.2453
g_n400_k2_45.edges,firstfit_luf,2,5.1756
g_n400_k2_46.edges,firstfit,4,5.3587
g_n400_k2_46.edges,cbip,3,952.564
g_n400_k2_46.edges,firstfit_luf,2,5.1498
g_n400_k2_47.edges,firstfit,7,5.2125
g_n400_k2_47.edges,cbip,2,1003.7031
g_n400_k2_47.edges,firstfit_luf,5,5.2989
g_n400_k2_48.edges,firstfit,3,5.5058
g_n400_k2_48.edges,cbip,4,1084.9705
g_n400_k2_48.edges,firstfit_luf,6,5.4612
g_n400_k2_49.edges,firstfit,11,6.0534
g_n400_k2_49.edges,cbip,4,966.9421
g_n400_k2_49.edges,firstfit_luf,3,5.3191
g_n400_k2_5.edges,firstfit,3,5.2841
g_n400_k2_5.edges,cbip,4,982.326
g_n400_k2_5.edges,firstfit_luf,3,5.0461
g_n400_k2_6.edges,firstfit,4,5.3103
g_n400_k2_6.edges,cbip,2,964.8511
g_n400_k2_6.edges,firstfit_luf,3,5.2567
g_n400_k2_7.edges,firstfit,10,5.7509
g_n400_k2_7.edges,cbip,4,953.6998
g_n400_k2_7.edges,firstfit_luf,2,5.2507
g_n400_k2_8.edges,firstfit,4,5.3577
g_n400_k2_8.edges,cbip,3,955.5438
g_n400_k2_8.edges,firstfit_luf,2,5.1479
g_n400_k2_9.edges,firstfit,7,5.4283
g_n400_k2_9.edges,cbip,4,959.1794
g_n400_k2_9.edges,firstfit_luf,5,5.2187
g_n400_k3_0.edges,firstfit,13,6.9981
g_n400_k3_0.edges,cbip,4,658.0212
g_n400_k3_0.edges,firstfit_luf,10,7.0729
g_n400_k3_1.edges,firstfit,13,6.6042
g_n400_k3_1.edges,cbip,4,639.6468
g_n400_k3_1.edges,firstfit_luf,12,6.3655
g_n400_k3_10.edges,firstfit,8,6.4855
g_n400_k3_10.edges,cbip,2,641.2716
g_n400_k3_10.edges,firstfit_luf,5,6.1097
g_n400_k3_11.edges,firstfit,13,6.4514
g_n400_k3_11.edges,cbip,2,639.4038
g_n400_k3_11.edges,firstfit_luf,7,6.2108
g_n400_k3_12.edges,firstfit,17,6.5105
g_n400_k3_12.edges,cbip,2,637.4357
g_n400_k3_12.edges,firstfit_luf,3,6.2678
g_n400_k3_13.edges,firstfit,10,6.9196
g_n400_k3_13.edges,cbip,3,636.78
g_n400_k3_13.edges,firstfit_luf,10,6.1669
g_n400_k3_14.edges,firstfit,16,6.7811
g_n400_k3_14.edges,cbip,3,643.9404
g_n400_k3_14.edges,firstfit_luf,8,6.3043
g_n400_k3_15.edges,firstfit,12,6.5084
g_n400_k3_15.edges,cbip,2,646.2128
g_n400_k3_15.edges,firstfit_luf,3,6.1545
g_n400_k3_16.edges,firstfit,19,7.1206
g_n400_k3_16.edges,cbip,3,676.0049
g_n400_k3_16.edges,firstfit_luf,4,6.3276
g_n400_k3_17.edges,firstfit,8,6.9361
g_n400_k3_17.edges,cbip,2,637.6412
g_n400_k3_17.edges,firstfit_luf,4,5.9969
g_n400_k3_18.edges,firstfit,19,6.5367
g_n400_k3_18.edges,cbip,3,638.407
g_n400_k3_18.edges,firstfit_luf,15,6.201
g_n400_k3_19.edges,firstfit,18,6.583
g_n400_k3_19.edges,cbip,3,634.1023
g_n400_k3_19.edges,firstfit_luf,5,6.3179
g_n400_k3_2.edges,firstfit,7,6.639
g_n400_k3_2.edges,cbip,3,639.1759
g_n400_k3_2.edges,firstfit_luf,11,6.2451
g_n400_k3_20.edges,firstfit,21,6.5641
g_n400_k3_20.edges,cbip,2,642.9484
