file,algorithm,colors_used,time_ms
g_n400_k3_20.edges,firstfit_luf,6,6.3794
g_n400_k3_21.edges,firstfit,9,6.5789
g_n400_k3_21.edges,cbip,3,636.1015
g_n400_k3_21.edges,firstfit_luf,13,6.393
g_n400_k3_22.edges,firstfit,5,6.1402
g_n400_k3_22.edges,cbip,3,660.2015
g_n400_k3_22.edges,firstfit_luf,11,6.3469
g_n400_k3_23.edges,firstfit,14,6.216
g_n400_k3_23.edges,cbip,3,638.1338
g_n400_k3_23.edges,firstfit_luf,7,6.1963
g_n400_k3_24.edges,firstfit,18,6.5925
g_n400_k3_24.edges,cbip,3,651.2806
g_n400_k3_24.edges,firstfit_luf,7,6.2351
g_n400_k3_25.edges,firstfit,19,6.5398
g_n400_k3_25.edges,cbip,3,641.4106
g_n400_k3_25.edges,firstfit_luf,20,6.2814
g_n400_k3_26.edges,firstfit,16,6.3443
g_n400_k3_26.edges,cbip,2,636.0507
g_n400_k3_26.edges,firstfit_luf,9,6.2957
g_n400_k3_27.edges,firstfit,11,6.4356
g_n400_k3_27.edges,cbip,2,640.3518
g_n400_k3_27.edges,firstfit_luf,4,6.32
g_n400_k3_28.edges,firstfit,19,6.4962
g_n400_k3_28.edges,cbip,3,646.7686
g_n400_k3_28.edges,firstfit_luf,16,6.3715
g_n400_k3_29.edges,firstfit,19,6.4845
g_n400_k3_29.edges,cbip,2,660.4333
g_n400_k3_29.edges,firstfit_luf,6,6.69
g_n400_k3_3.edges,firstfit,15,6.5389
g_n400_k3_3.edges,cbip,2,642.4146
g_n400_k3_3.edges,firstfit_luf,8,6.3841
g_n400_k3_30.edges,firstfit,7,6.7823
g_n400_k3_30.edges,cbip,2,643.399
g_n400_k3_30.edges,firstfit_luf,9,6.3736
g_n400_k3_31.edges,firstfit,15,6.5882
g_n400_k3_31.edges,cbip,3,636.6098
g_n400_k3_31.edges,firstfit_luf,7,6.4788
g_n400_k3_32.edges,firstfit,10,6.665
g_n400_k3_32.edges,cbip,2,636.0884
g_n400_k3_32.edges,firstfit_luf,6,6.2506
g_n400_k3_33.edges,firstfit,11,6.3577
g_n400_k3_33.edges,cbip,2,646.7445
g_n400_k3_33.edges,firstfit_luf,8,6.1865
g_n400_k3_34.edges,firstfit,13,6.6211
g_n400_k3_34.edges,cbip,2,646.3161
g_n400_k3_34.edges,firstfit_luf,14,6.5994
g_n400_k3_35.edges,firstfit,17,6.2954
g_n400_k3_35.edges,cbip,3,642.0839
g_n400_k3_35.edges,firstfit_luf,9,6.3598
g_n400_k3_36.edges,firstfit,17,6.2869
g_n400_k3_36.edges,cbip,3,661.6757
g_n400_k3_36.edges,firstfit_luf,9,6.211
g_n400_k3_37.edges,firstfit,14,6.6195
g_n400_k3_37.edges,cbip,2,639.22
g_n400_k3_37.edges,firstfit_luf,7,6.1638
g_n400_k3_38.edges,firstfit,13,6.3448
g_n400_k3_38.edges,cbip,2,638.4256
g_n400_k3_38.edges,firstfit_luf,6,6.3798
g_n400_k3_39.edges,firstfit,9,6.5162
g_n400_k3_39.edges,cbip,2,643.4309
g_n400_k3_39.edges,firstfit_luf,4,6.4003
g_n400_k3_4.edges,firstfit,4,6.4697
g_n400_k3_4.edges,cbip,3,636.8549
g_n400_k3_4.edges,firstfit_luf,8,6.3004
g_n400_k3_40.edges,firstfit,8,6.5784
g_n400_k3_40.edges,cbip,3,637.3711
g_n400_k3_40.edges,firstfit_luf,15,6.238
g_n400_k3_41.edges,firstfit,17,6.4707
g_n400_k3_41.edges,cbip,2,644.6989
g_n400_k3_41.edges,firstfit_luf,6,6.619
g_n400_k3_42.edges,firstfit,16,6.3293
g_n400_k3_42.edges,cbip,3,661.1707
g_n400_k3_42.edges,firstfit_luf,4,6.2287
g_n400_k3_43.edges,firstfit,16,6.561
g_n400_k3_43.edges,cbip,2,639.1339
g_n400_k3_43.edges,firstfit_luf,16,6.2242
g_n400_k3_44.edges,firstfit,11,6.3446
g_n400_k3_44.edges,cbip,2,644.4912
g_n400_k3_44.edges,firstfit_luf,11,6.3915
g_n400_k3_45.edges,firstfit,15,6.7403
g_n400_k3_45.edges,cbip,2,641.0668
g_n400_k3_45.edges,firstfit_luf,13,6.2749
g_n400_k3_46.edges,firstfit,19,6.6807
g_n400_k3_46.edges,cbip,2,649.6823
g_n400_k3_46.edges,firstfit_luf,13,6.3779
g_n400_k3_47.edges,firstfit,6,6.3899
g_n400_k3_47.edges,cbip,3,653.266
g_n400_k3_47.edges,firstfit_luf,13,6.4163
g_n400_k3_48.edges,firstfit,4,6.423
g_n400_k3_48.edges,cbip,2,646.415
g_n400_k3_48.edges,firstfit_luf,16,6.2914
g_n400_k3_49.edges,firstfit,14,6.2268
g_n400_k3_49.edges,cbip,2,652.8685
g_n400_k3_49.edges,firstfit_luf,10,6.4993
g_n400_k3_5.edges,firstfit,18,7.103
g_n400_k3_5.edges,cbip,2,652.9815
g_n400_k3_5.edges,firstfit_luf,3,6.2168
g_n400_k3_6.edges,firstfit,17,6.4518
g_n400_k3_6.edges,cbip,4,637.6905
g_n400_k3_6.edges,firstfit_luf,9,6.1076
g_n400_k3_7.edges,firstfit,13,6.3679
g_n400_k3_7.edges,cbip,2,651.7422
g_n400_k3_7.edges,firstfit_luf,7,6.2699
g_n400_k3_8.edges,firstfit,16,6.3746
g_n400_k3_8.edges,cbip,3,637.7282
g_n400_k3_8.edges,firstfit_luf,3,6.1226
g_n400_k3_9.edges,firstfit,15,6.4549
g_n400_k3_9.edges,cbip,2,639.8439
g_n400_k3_9.edges,firstfit_luf,7,6.5498
g_n400_k4_0.edges,firstfit,21,6.9685
g_n400_k4_0.edges,cbip,2,702.8718
g_n400_k4_0.edges,firstfit_luf,23,6.7894
g_n400_k4_1.edges,firstfit,23,7.108
g_n400_k4_1.edges,cbip,3,717.9487
g_n400_k4_1.edges,firstfit_luf,22,7.3078
g_n400_k4_10.edges,firstfit,14,8.285
g_n400_k4_10.edges,cbip,3,701.0233
g_n400_k4_10.edges,firstfit_luf,23,6.8476
g_n400_k4_11.edges,firstfit,14,6.9039
g_n400_k4_11.edges,cbip,2,701.1547
g_n400_k4_11.edges,firstfit_luf,23,6.727
g_n400_k4_12.edges,firstfit,20,6.9652
g_n400_k4_12.edges,cbip,3,707.278
g_n400_k4_12.edges,firstfit_luf,8,6.9265
g_n400_k4_13.edges,firstfit,23,6.8448
g_n400_k4_13.edges,cbip,2,729.3332
g_n400_k4_13.edges,firstfit_luf,21,6.891
g_n400_k4_14.edges,firstfit,18,7.2763
g_n400_k4_14.edges,cbip,2,709.6829
g_n400_k4_14.edges,firstfit_luf,24,6.9346
g_n400_k4_15.edges,firstfit,24,7.2174
g_n400_k4_15.edges,cbip,2,710.0706
g_n400_k4_15.edges,firstfit_luf,11,6.6953
g_n400_k4_16.edges,firstfit,27,7.1642
g_n400_k4_16.edges,cbip,2,734.5967
g_n400_k4_16.edges,firstfit_luf,17,6.7523
g_n400_k4_17.edges,firstfit,24,7.0853
g_n400_k4_17.edges,cbip,2,705.6553
g_n400_k4_17.edges,firstfit_luf,19,6.8226
g_n400_k4_18.edges,firstfit,23,7.1633
g_n400_k4_18.edges,cbip,3,697.1364
g_n400_k4_18.edges,firstfit_luf,14,6.8009
g_n400_k4_19.edges,firstfit,20,6.9559
g_n400_k4_19.edges,cbip,4,708.4856
g_n400_k4_19.edges,firstfit_luf,19,8.0819
g_n400_k4_2.edges,firstfit,23,6.9726
g_n400_k4_2.edges,cbip,2,696.9049
g_n400_k4_2.edges,firstfit_luf,17,6.6216
g_n400_k4_20.edges,firstfit,21,7.0646
g_n400_k4_20.edges,cbip,4,700.5548
g_n400_k4_20.edges,firstfit_luf,8,6.7749
g_n400_k4_21.edges,firstfit,24,7.2234
g_n400_k4_21.edges,cbip,3,711.1468
g_n400_k4_21.edges,firstfit_luf,22,6.943
g_n400_k4_22.edges,firstfit,12,6.9008
g_n400_k4_22.edges,cbip,2,731.7612
g_n400_k4_22.edges,firstfit_luf,22,6.8173
g_n400_k4_23.edges,firstfit,22,6.9954
g_n400_k4_23.edges,cbip,2,701.2827
g_n400_k4_23.edges,firstfit_luf,17,6.8808
g_n400_k4_24.edges,firstfit,24,6.8865
g_n400_k4_24.edges,cbip,4,703.8476
g_n400_k4_24.edges,firstfit_luf,21,6.6993
g_n400_k4_25.edges,firstfit,25,7.246
g_n400_k4_25.edges,cbip,2,700.0883
g_n400_k4_25.edges,firstfit_luf,24,6.7837
g_n400_k4_26.edges,firstfit,20,7.2141
g_n400_k4_26.edges,cbip,2,695.0452
g_n400_k4_26.edges,firstfit_luf,20,6.8274
g_n400_k4_27.edges,firstfit,25,7.7856
g_n400_k4_27.edges,cbip,2,762.8808
g_n400_k4_27.edges,firstfit_luf,17,7.4737
g_n400_k4_28.edges,firstfit,21,7.4823
g_n400_k4_28.edges,cbip,2,760.2143
g_n400_k4_28.edges,firstfit_luf,17,7.0574
g_n400_k4_29.edges,firstfit,28,8.1379
g_n400_k4_29.edges,cbip,3,798.9776
g_n400_k4_29.edges,firstfit_luf,17,6.8998
g_n400_k4_3.edges,firstfit,22,7.411
g_n400_k4_3.edges,cbip,3,746.8264
g_n400_k4_3.edges,firstfit_luf,10,7.7267
g_n400_k4_30.edges,firstfit,24,7.3814
g_n400_k4_30.edges,cbip,2,800.1964
g_n400_k4_30.edges,firstfit_luf,20,15.9476
g_n400_k4_31.edges,firstfit,22,8.2238
g_n400_k4_31.edges,cbip,2,884.908
g_n400_k4_31.edges,firstfit_luf,18,7.6563
g_n400_k4_32.edges,firstfit,24,7.323
g_n400_k4_32.edges,cbip,2,751.5256
g_n400_k4_32.edges,firstfit_luf,14,7.1445
g_n400_k4_33.edges,firstfit,22,7.88
g_n400_k4_33.edges,cbip,3,802.6724
g_n400_k4_33.edges,firstfit_luf,23,6.917
g_n400_k4_34.edges,firstfit,14,9.4149
g_n400_k4_34.edges,cbip,3,730.6361
g_n400_k4_34.edges,firstfit_luf,18,6.4578
g_n400_k4_35.edges,firstfit,23,8.1182
g_n400_k4_35.edges,cbip,3,742.6584
g_n400_k4_35.edges,firstfit_luf,20,6.937
g_n400_k4_36.edges,firstfit,25,7.6048
g_n400_k4_36.edges,cbip,2,748.3764
g_n400_k4_36.edges,firstfit_luf,22,7.2665
g_n400_k4_37.edges,firstfit,20,7.8595
g_n400_k4_37.edges,cbip,2,734.7152
g_n400_k4_37.edges,firstfit_luf,22,6.9046
g_n400_k4_38.edges,firstfit,23,7.2834
g_n400_k4_38.edges,cbip,2,751.024
g_n400_k4_38.edges,firstfit_luf,21,7.5545
g_n400_k4_39.edges,firstfit,24,7.9494
g_n400_k4_39.edges,cbip,2,755.0056
g_n400_k4_39.edges,firstfit_luf,21,8.095
g_n400_k4_4.edges,firstfit,25,7.9556
g_n400_k4_4.edges,cbip,2,762.3684
g_n400_k4_4.edges,firstfit_luf,20,6.8326
g_n400_k4_40.edges,firstfit,25,7.4692
g_n400_k4_40.edges,cbip,2,754.287
g_n400_k4_40.edges,firstfit_luf,21,7.1015
g_n400_k4_41.edges,firstfit,12,7.978
g_n400_k4_41.edges,cbip,2,745.0392
g_n400_k4_41.edges,firstfit_luf,8,7.0016
g_n400_k4_42.edges,firstfit,24,7.4522
g_n400_k4_42.edges,cbip,3,754.9629
g_n400_k4_42.edges,firstfit_luf,22,7.3414
g_n400_k4_43.edges,firstfit,22,7.0679
g_n400_k4_43.edges,cbip,2,735.851
g_n400_k4_43.edges,firstfit_luf,15,7.4365
g_n400_k4_44.edges,firstfit,22,7.3256
g_n400_k4_44.edges,cbip,2,744.4103
g_n400_k4_44.edges,firstfit_luf,15,6.8808
g_n400_k4_45.edges,firstfit,17,7.6444
g_n400_k4_45.edges,cbip,2,776.8912
g_n400_k4_45.edges,firstfit_luf,13,7.3898
g_n400_k4_46.edges,firstfit,13,7.6756
g_n400_k4_46.edges,cbip,4,738.1175
g_n400_k4_46.edges,firstfit_luf,22,6.9385
g_n400_k4_47.edges,firstfit,22,7.7782
g_n400_k4_47.edges,cbip,2,730.9513
g_n400_k4_47.edges,firstfit_luf,15,7.5812
g_n400_k4_48.edges,firstfit,25,7.4322
g_n400_k4_48.edges,cbip,3,740.3777
g_n400_k4_48.edges,firstfit_luf,20,7.0486
g_n400_k4_49.edges,firstfit,21,7.1187
g_n400_k4_49.edges,cbip,2,736.5017
g_n400_k4_49.edges,firstfit_luf,22,6.9308
g_n400_k4_5.edges,firstfit,23,7.2932
g_n400_k4_5.edges,cbip,2,738.632
g_n400_k4_5.edges,firstfit_luf,14,7.6466
g_n400_k4_6.edges,firstfit,22,7.556
g_n400_k4_6.edges,cbip,2,770.6914
g_n400_k4_6.edges,firstfit_luf,21,7.9353
g_n400_k4_7.edges,firstfit,24,7.0751
g_n400_k4_7.edges,cbip,4,769.063
g_n400_k4_7.edges,firstfit_luf,25,7.7724
g_n400_k4_8.edges,firstfit,25,7.5576
g_n400_k4_8.edges,cbip,2,731.0159
g_n400_k4_8.edges,firstfit_luf,15,6.7313
g_n400_k4_9.edges,firstfit,17,7.9765
g_n400_k4_9.edges,cbip,3,733.4173
g_n400_k4_9.edges,firstfit_luf,17,6.8362
g_n50_k2_0.edges,firstfit,3,0.15
g_n50_k2_0.edges,cbip,2,2.9004
g_n50_k2_0.edges,firstfit_luf,5,0.1235
g_n50_k2_1.edges,firstfit,2,0.1256
g_n50_k2_1.edges,cbip,2,3.3064
g_n50_k2_1.edges,firstfit_luf,2,0.1619
g_n50_k2_10.edges,firstfit,4,0.191
g_n50_k2_10.edges,cbip,4,2.3372
g_n50_k2_10.edges,firstfit_luf,2,0.1132
g_n50_k2_11.edges,firstfit,5,0.1361
g_n50_k2_11.edges,cbip,3,2.6629
g_n50_k2_11.edges,firstfit_luf,3,0.2069
g_n50_k2_12.edges,firstfit,3,0.1371
g_n50_k2_12.edges,cbip,3,2.7409
g_n50_k2_12.edges,firstfit_luf,3,0.1435
g_n50_k2_13.edges,firstfit,3,0.1354
g_n50_k2_13.edges,cbip,4,3.0057
g_n50_k2_13.edges,firstfit_luf,2,0.2255
g_n50_k2_14.edges,firstfit,5,0.1378
g_n50_k2_14.edges,cbip,3,2.7645
g_n50_k2_14.edges,firstfit_luf,2,0.1266
g_n50_k2_15.edges,firstfit,4,0.1383
g_n50_k2_15.edges,cbip,3,2.6679
g_n50_k2_15.edges,firstfit_luf,2,0.1249
g_n50_k2_16.edges,firstfit,2,0.1848
g_n50_k2_16.edges,cbip,3,2.6307
g_n50_k2_16.edges,firstfit_luf,3,0.1235
g_n50_k2_17.edges,firstfit,3,0.1314
g_n50_k2_17.edges,cbip,3,2.6531
g_n50_k2_17.edges,firstfit_luf,4,0.1225
g_n50_k2_18.edges,firstfit,5,0.2272
g_n50_k2_18.edges,cbip,3,2.8863
g_n50_k2_18.edges,firstfit_luf,2,0.1264
g_n50_k2_19.edges,firstfit,3,0.1364
g_n50_k2_19.edges,cbip,4,2.9135
g_n50_k2_19.edges,firstfit_luf,2,0.1228
g_n50_k2_2.edges,firstfit,5,0.1514
g_n50_k2_2.edges,cbip,3,2.6169
g_n50_k2_2.edges,firstfit_luf,3,0.1647
g_n50_k2_20.edges,firstfit,3,0.1326
g_n50_k2_20.edges,cbip,3,2.6233
g_n50_k2_20.edges,firstfit_luf,2,0.1605
g_n50_k2_21.edges,firstfit,5,0.2704
g_n50_k2_21.edges,cbip,3,2.7986
g_n50_k2_21.edges,firstfit_luf,4,0.1299
g_n50_k2_22.edges,firstfit,3,0.1333
g_n50_k2_22.edges,cbip,2,2.8055
g_n50_k2_22.edges,firstfit_luf,5,0.1698
g_n50_k2_23.edges,firstfit,5,0.1562
g_n50_k2_23.edges,cbip,3,2.6491
g_n50_k2_23.edges,firstfit_luf,2,0.1225
g_n50_k2_24.edges,firstfit,5,0.1366
g_n50_k2_24.edges,cbip,4,2.8231
g_n50_k2_24.edges,firstfit_luf,2,0.1218
g_n50_k2_25.edges,firstfit,3,0.1776
g_n50_k2_25.edges,cbip,2,3.6747
g_n50_k2_25.edges,firstfit_luf,2,0.1314
g_n50_k2_26.edges,firstfit,5,0.1364
g_n50_k2_26.edges,cbip,2,2.7742
g_n50_k2_26.edges,firstfit_luf,2,0.1245
g_n50_k2_27.edges,firstfit,3,0.1729
g_n50_k2_27.edges,cbip,3,2.6038
g_n50_k2_27.edges,firstfit_luf,2,0.1245
g_n50_k2_28.edges,firstfit,6,0.1774
g_n50_k2_28.edges,cbip,3,2.4874
g_n50_k2_28.edges,firstfit_luf,2,0.1378
g_n50_k2_29.edges,firstfit,5,0.1357
g_n50_k2_29.edges,cbip,4,2.5573
g_n50_k2_29.edges,firstfit_luf,4,0.1473
g_n50_k2_3.edges,firstfit,3,0.1986
g_n50_k2_3.edges,cbip,3,2.6839
g_n50_k2_3.edges,firstfit_luf,3,0.1507
g_n50_k2_30.edges,firstfit,4,0.1349
g_n50_k2_30.edges,cbip,2,2.6999
g_n50_k2_30.edges,firstfit_luf,2,0.1221
g_n50_k2_31.edges,firstfit,5,0.1318
g_n50_k2_31.edges,cbip,2,2.8405
g_n50_k2_31.edges,firstfit_luf,3,0.1218
g_n50_k2_32.edges,firstfit,6,0.1791
g_n50_k2_32.edges,cbip,3,2.3732
g_n50_k2_32.edges,firstfit_luf,4,0.1228
g_n50_k2_33.edges,firstfit,4,0.134
g_n50_k2_33.edges,cbip,3,2.6116
g_n50_k2_33.edges,firstfit_luf,2,0.1214
g_n50_k2_34.edges,firstfit,3,0.1333
g_n50_k2_34.edges,cbip,3,3.0985
g_n50_k2_34.edges,firstfit_luf,4,0.1261
g_n50_k2_35.edges,firstfit,4,0.138
g_n50_k2_35.edges,cbip,4,2.7263
g_n50_k2_35.edges,firstfit_luf,3,0.1268
g_n50_k2_36.edges,firstfit,6,0.1402
g_n50_k2_36.edges,cbip,2,2.8825
g_n50_k2_36.edges,firstfit_luf,6,0.1314
g_n50_k2_37.edges,firstfit,6,0.1402
g_n50_k2_37.edges,cbip,3,2.8191
g_n50_k2_37.edges,firstfit_luf,2,0.1247
g_n50_k2_38.edges,firstfit,6,0.1357
g_n50_k2_38.edges,cbip,2,3.145
g_n50_k2_38.edges,firstfit_luf,2,0.1645
g_n50_k2_39.edges,firstfit,5,0.1357
g_n50_k2_39.edges,cbip,3,2.7568
g_n50_k2_39.edges,firstfit_luf,3,0.1252
g_n50_k2_4.edges,firstfit,4,0.1371
g_n50_k2_4.edges,cbip,4,2.8689
g_n50_k2_4.edges,firstfit_luf,2,0.1218
g_n50_k2_40.edges,firstfit,5,0.1397
g_n50_k2_40.edges,cbip,3,3.4254
g_n50_k2_40.edges,firstfit_luf,3,0.1874
g_n50_k2_41.edges,firstfit,2,0.1309
g_n50_k2_41.edges,cbip,3,2.4185
g_n50_k2_41.edges,firstfit_luf,4,0.1223
g_n50_k2_42.edges,firstfit,3,0.1352
g_n50_k2_42.edges,cbip,4,2.6171
g_n50_k2_42.edges,firstfit_luf,3,0.1268
g_n50_k2_43.edges,firstfit,6,0.1822
g_n50_k2_43.edges,cbip,4,2.784
g_n50_k2_43.edges,firstfit_luf,2,0.1688
g_n50_k2_44.edges,firstfit,4,0.1979
g_n50_k2_44.edges,cbip,3,3.5903
g_n50_k2_44.edges,firstfit_luf,2,0.1271
g_n50_k2_45.edges,firstfit,5,0.1364
g_n50_k2_45.edges,cbip,4,2.5909
g_n50_k2_45.edges,firstfit_luf,2,0.1647
g_n50_k2_46.edges,firstfit,5,0.1392
g_n50_k2_46.edges,cbip,4,2.6739
g_n50_k2_46.edges,firstfit_luf,2,0.1259
g_n50_k2_47.edges,firstfit,6,0.1817
g_n50_k2_47.edges,cbip,3,2.738
g_n50_k2_47.edges,firstfit_luf,2,0.1218
g_n50_k2_48.edges,firstfit,4,0.134
g_n50_k2_48.edges,cbip,4,2.6214
g_n50_k2_48.edges,firstfit_luf,2,0.181
g_n50_k2_49.edges,firstfit,6,0.1361
g_n50_k2_49.edges,cbip,2,2.8236
g_n50_k2_49.edges,firstfit_luf,2,0.1223
g_n50_k2_5.edges,firstfit,2,0.1309
g_n50_k2_5.edges,cbip,4,2.6538
g_n50_k2_5.edges,firstfit_luf,4,0.1256
g_n50_k2_6.edges,firstfit,6,0.1402
g_n50_k2_6.edges,cbip,4,3.2845
g_n50_k2_6.edges,firstfit_luf,3,0.1321
g_n50_k2_7.edges,firstfit,5,0.1357
g_n50_k2_7.edges,cbip,2,2.532
g_n50_k2_7.edges,firstfit_luf,2,0.1659
g_n50_k2_8.edges,firstfit,3,0.1326
g_n50_k2_8.edges,cbip,2,2.7769
g_n50_k2_8.edges,firstfit_luf,2,0.1233
g_n50_k2_9.edges,firstfit,4,0.1376
g_n50_k2_9.edges,cbip,4,2.569
g_n50_k2_9.edges,firstfit_luf,2,0.1261
g_n50_k3_0.edges,firstfit,5,0.1521
g_n50_k3_0.edges,cbip,4,2.0957
g_n50_k3_0.edges,firstfit_luf,4,0.1583
g_n50_k3_1.edges,firstfit,7,0.1438
g_n50_k3_1.edges,cbip,2,1.9615
g_n50_k3_1.edges,firstfit_luf,4,0.1907
g_n50_k3_10.edges,firstfit,6,0.1466
g_n50_k3_10.edges,cbip,2,2.1322
g_n50_k3_10.edges,firstfit_luf,6,0.1781
g_n50_k3_11.edges,firstfit,6,0.2031
g_n50_k3_11.edges,cbip,2,1.8539
g_n50_k3_11.edges,firstfit_luf,6,0.1357
g_n50_k3_12.edges,firstfit,7,0.1495
g_n50_k3_12.edges,cbip,2,2.0242
g_n50_k3_12.edges,firstfit_luf,7,0.1411
g_n50_k3_13.edges,firstfit,7,0.1483
g_n50_k3_13.edges,cbip,4,1.8938
g_n50_k3_13.edges,firstfit_luf,4,0.1345
g_n50_k3_14.edges,firstfit,5,0.1915
g_n50_k3_14.edges,cbip,2,2.0063
g_n50_k3_14.edges,firstfit_luf,5,0.1428
g_n50_k3_15.edges,firstfit,6,0.1485
g_n50_k3_15.edges,cbip,3,1.8599
g_n50_k3_15.edges,firstfit_luf,5,0.1378
g_n50_k3_16.edges,firstfit,6,0.1428
g_n50_k3_16.edges,cbip,2,1.9348
g_n50_k3_16.edges,firstfit_luf,4,0.133
g_n50_k3_17.edges,firstfit,8,0.1528
g_n50_k3_17.edges,cbip,3,2.0454
g_n50_k3_17.edges,firstfit_luf,6,0.1411
g_n50_k3_18.edges,firstfit,6,0.1473
g_n50_k3_18.edges,cbip,3,1.9815
g_n50_k3_18.edges,firstfit_luf,5,0.1588
g_n50_k3_19.edges,firstfit,7,0.1447
g_n50_k3_19.edges,cbip,3,2.1141
g_n50_k3_19.edges,firstfit_luf,6,0.1366
g_n50_k3_2.edges,firstfit,6,0.174
g_n50_k3_2.edges,cbip,2,1.9565
g_n50_k3_2.edges,firstfit_luf,7,0.1402
g_n50_k3_20.edges,firstfit,5,0.1442
g_n50_k3_20.edges,cbip,3,1.9112
g_n50_k3_20.edges,firstfit_luf,5,0.1366
g_n50_k3_21.edges,firstfit,7,0.1538
g_n50_k3_21.edges,cbip,3,2.2318
g_n50_k3_21.edges,firstfit_luf,3,0.1402
g_n50_k3_22.edges,firstfit,7,0.149
g_n50_k3_22.edges,cbip,3,1.9348
g_n50_k3_22.edges,firstfit_luf,7,0.1392
g_n50_k3_23.edges,firstfit,6,0.1438
g_n50_k3_23.edges,cbip,2,1.967
g_n50_k3_23.edges,firstfit_luf,6,0.1349
g_n50_k3_24.edges,firstfit,5,0.1876
g_n50_k3_24.edges,cbip,2,1.9674
g_n50_k3_24.edges,firstfit_luf,5,0.1361
g_n50_k3_25.edges,firstfit,4,0.1431
g_n50_k3_25.edges,cbip,3,1.9598
g_n50_k3_25.edges,firstfit_luf,6,0.1383
g_n50_k3_26.edges,firstfit,7,0.1547
g_n50_k3_26.edges,cbip,4,2.7652
g_n50_k3_26.edges,firstfit_luf,6,0.2131
g_n50_k3_27.edges,firstfit,7,0.1493
g_n50_k3_27.edges,cbip,3,1.9271
g_n50_k3_27.edges,firstfit_luf,3,0.1366
g_n50_k3_28.edges,firstfit,6,0.1671
g_n50_k3_28.edges,cbip,2,1.8492
g_n50_k3_28.edges,firstfit_luf,6,0.1333
g_n50_k3_29.edges,firstfit,7,0.1509
g_n50_k3_29.edges,cbip,2,2.5015
g_n50_k3_29.edges,firstfit_luf,5,0.1426
g_n50_k3_3.edges,firstfit,8,0.1495
g_n50_k3_3.edges,cbip,4,1.9174
g_n50_k3_3.edges,firstfit_luf,6,0.1402
g_n50_k3_30.edges,firstfit,7,0.1495
g_n50_k3_30.edges,cbip,3,2.039
g_n50_k3_30.edges,firstfit_luf,6,0.14
g_n50_k3_31.edges,firstfit,6,0.1631
g_n50_k3_31.edges,cbip,3,2.2504
g_n50_k3_31.edges,firstfit_luf,4,0.1347
g_n50_k3_32.edges,firstfit,7,0.1438
g_n50_k3_32.edges,cbip,2,2.0659
g_n50_k3_32.edges,firstfit_luf,6,0.1349
g_n50_k3_33.edges,firstfit,5,0.1447
g_n50_k3_33.edges,cbip,2,1.92
g_n50_k3_33.edges,firstfit_luf,5,0.1345
g_n50_k3_34.edges,firstfit,7,0.246
g_n50_k3_34.edges,cbip,2,2.1276
g_n50_k3_34.edges,firstfit_luf,6,0.1409
g_n50_k3_35.edges,firstfit,6,0.1431
g_n50_k3_35.edges,cbip,4,1.8692
g_n50_k3_35.edges,firstfit_luf,6,0.1342
g_n50_k3_36.edges,firstfit,6,0.1504
g_n50_k3_36.edges,cbip,3,1.9605
g_n50_k3_36.edges,firstfit_luf,5,0.1404
g_n50_k3_37.edges,firstfit,5,0.15
g_n50_k3_37.edges,cbip,2,2.5907
g_n50_k3_37.edges,firstfit_luf,4,0.1361
g_n50_k3_38.edges,firstfit,8,0.1476
g_n50_k3_38.edges,cbip,2,1.9422
g_n50_k3_38.edges,firstfit_luf,6,0.14
g_n50_k3_39.edges,firstfit,8,0.1476
g_n50_k3_39.edges,cbip,2,1.9815
g_n50_k3_39.edges,firstfit_luf,5,0.1581
g_n50_k3_4.edges,firstfit,7,0.1557
g_n50_k3_4.edges,cbip,3,2.2111
g_n50_k3_4.edges,firstfit_luf,6,0.1559
g_n50_k3_40.edges,firstfit,5,0.1495
g_n50_k3_40.edges,cbip,3,2.0854
g_n50_k3_40.edges,firstfit_luf,6,0.1414
g_n50_k3_41.edges,firstfit,6,0.2286
g_n50_k3_41.edges,cbip,2,2.1396
g_n50_k3_41.edges,firstfit_luf,7,0.1402
g_n50_k3_42.edges,firstfit,7,0.1678
g_n50_k3_42.edges,cbip,3,2.8079
g_n50_k3_42.edges,firstfit_luf,6,0.1395
g_n50_k3_43.edges,firstfit,6,0.1512
g_n50_k3_43.edges,cbip,3,1.8752
g_n50_k3_43.edges,firstfit_luf,6,0.1364
g_n50_k3_44.edges,firstfit,7,0.1481
g_n50_k3_44.edges,cbip,4,2.0447
g_n50_k3_44.edges,firstfit_luf,4,0.1364
g_n50_k3_45.edges,firstfit,8,0.1485
g_n50_k3_45.edges,cbip,2,2.4576
g_n50_k3_45.edges,firstfit_luf,6,0.1428
g_n50_k3_46.edges,firstfit,7,0.1709
g_n50_k3_46.edges,cbip,2,1.7059
g_n50_k3_46.edges,firstfit_luf,6,0.1769
g_n50_k3_47.edges,firstfit,7,0.1478
g_n50_k3_47.edges,cbip,2,1.9009
g_n50_k3_47.edges,firstfit_luf,6,0.1385
g_n50_k3_48.edges,firstfit,5,0.1466
g_n50_k3_48.edges,cbip,3,2.4059
g_n50_k3_48.edges,firstfit_luf,5,0.1831
g_n50_k3_49.edges,firstfit,6,0.1493
g_n50_k3_49.edges,cbip,4,2.188
g_n50_k3_49.edges,firstfit_luf,4,0.1781
g_n50_k3_5.edges,firstfit,4,0.1681
g_n50_k3_5.edges,cbip,2,2.0361
